	data	cluster
1984	попугай постоянно спит	0
1985	попугай стресс	0
1986	игрушка говорящий попугай	1
1987	попугай канале	0
1988	можно ли попугаю капусту	2
1989	какие ветки можно давать попугаям	2
1990	можно волнистым попугаям бананы	4
1991	звуки попугая онлайн	1
1992	ИМЯ	1
1993	юла купить попугая	3
1994	попугай примат 	0
1995	ИМЯ	1
1996	взъерошенный попугай	0
1997	перевозка попугаев	0
1998	попугаи липецк	0
1999	маска попугая	5
2000	скачать мультфильмы попугай кеша	6
2001	попугай чесоточный	0
2002	ИМЯ	1
2003	зеленый попугай адлер сайт	0
2004	купить попугая в красноярске	3
2005	про кота и попугая	5
2006	выставка попугаев	0
2007	волнистый попугай самка или самец	4
2008	прикольные попугаи видео	1
2009	утро попугая кеши мультфильм	6
2010	ИМЯ	1
2011	большой зеленый попугай	0
2012	попугай технология	0
2013	слова для попугая	5
2014	смотреть смешные видео про попугаев	1
2015	авито попугаи корелла	1
2016	зеленый попугай адлер официальный сайт	0
2017	игра попуган	0
2018	ИМЯ	1
2019	ИМЯ	1
2020	 попугай	0
2021	болезни попугаев симптомы фото	1
2022	вид попугаев  буквы	0
2023	видео как научить попугая	1
2024	кровать  попугаев	0
2025	ночной попугай	0
2026	ИМЯ	1
2027	ИМЯ	1
2028	говорящий попугай купить в москве	1
2029	попугай жако авито	1
2030	попугаи краснодарский край	0
2031	попугай маленький больше	0
2032	игры попугай бесплатно	1
2033	попугаи на стол	0
2034	попугай рана	0
2035	ИМЯ	1
2036	королевский попугай	0
2037	самый лучший попугай	0
2038	ИМЯ	1
2039	смотреть поющих попугаев	1
2040	 квартал про попугая кешу	6
2041	звуки попугаев слушать онлайн	1
2042	можно попугаю семечки	2
2043	ИМЯ	1
2044	попугаи неразлучники фишера	0
2045	пьяный дуэт попугаев	0
2046	попугай монах калита	0
2047	чумиза для попугаев	0
2048	размножение попугаев волнистых в домашних	1
2049	рацион волнистого попугая	1
