	data	cluster
1984	попугай постоянно спит	2
1985	попугай стресс	2
1986	игрушка говорящий попугай	0
1987	попугай канале	2
1988	можно ли попугаю капусту	0
1989	какие ветки можно давать попугаям	0
1990	можно волнистым попугаям бананы	0
1991	звуки попугая онлайн	1
1992	ИМЯ	0
1993	юла купить попугая	1
1994	попугай примат 	2
1995	ИМЯ	0
1996	взъерошенный попугай	2
1997	перевозка попугаев	2
1998	попугаи липецк	2
1999	маска попугая	1
2000	скачать мультфильмы попугай кеша	0
2001	попугай чесоточный	2
2002	ИМЯ	0
2003	зеленый попугай адлер сайт	2
2004	купить попугая в красноярске	1
2005	про кота и попугая	1
2006	выставка попугаев	2
2007	волнистый попугай самка или самец	0
2008	прикольные попугаи видео	0
2009	утро попугая кеши мультфильм	0
2010	ИМЯ	0
2011	большой зеленый попугай	2
2012	попугай технология	2
2013	слова для попугая	1
2014	смотреть смешные видео про попугаев	0
2015	авито попугаи корелла	0
2016	зеленый попугай адлер официальный сайт	2
2017	игра попуган	2
2018	ИМЯ	0
2019	ИМЯ	0
2020	 попугай	2
2021	болезни попугаев симптомы фото	0
2022	вид попугаев  буквы	2
2023	видео как научить попугая	1
2024	кровать  попугаев	2
2025	ночной попугай	2
2026	ИМЯ	0
2027	ИМЯ	0
2028	говорящий попугай купить в москве	0
2029	попугай жако авито	0
2030	попугаи краснодарский край	2
2031	попугай маленький больше	2
2032	игры попугай бесплатно	0
2033	попугаи на стол	2
2034	попугай рана	2
2035	ИМЯ	0
2036	королевский попугай	2
2037	самый лучший попугай	2
2038	ИМЯ	0
2039	смотреть поющих попугаев	0
2040	 квартал про попугая кешу	1
2041	звуки попугаев слушать онлайн	0
2042	можно попугаю семечки	0
2043	ИМЯ	0
2044	попугаи неразлучники фишера	2
2045	пьяный дуэт попугаев	2
2046	попугай монах калита	2
2047	чумиза для попугаев	2
2048	размножение попугаев волнистых в домашних	0
2049	рацион волнистого попугая	1
