	data	cluster
1984	попугай постоянно спит	0
1985	попугай стресс	0
1986	игрушка говорящий попугай	3
1987	попугай канале	0
1988	можно ли попугаю капусту	3
1989	какие ветки можно давать попугаям	3
1990	можно волнистым попугаям бананы	9
1991	звуки попугая онлайн	3
1992	ИМЯ	3
1993	юла купить попугая	1
1994	попугай примат 	0
1995	ИМЯ	3
1996	взъерошенный попугай	0
1997	перевозка попугаев	0
1998	попугаи липецк	0
1999	маска попугая	2
2000	скачать мультфильмы попугай кеша	4
2001	попугай чесоточный	0
2002	ИМЯ	3
2003	зеленый попугай адлер сайт	0
2004	купить попугая в красноярске	1
2005	про кота и попугая	2
2006	выставка попугаев	0
2007	волнистый попугай самка или самец	9
2008	прикольные попугаи видео	6
2009	утро попугая кеши мультфильм	3
2010	ИМЯ	3
2011	большой зеленый попугай	0
2012	попугай технология	0
2013	слова для попугая	2
2014	смотреть смешные видео про попугаев	6
2015	авито попугаи корелла	8
2016	зеленый попугай адлер официальный сайт	0
2017	игра попуган	0
2018	ИМЯ	3
2019	ИМЯ	3
2020	 попугай	0
2021	болезни попугаев симптомы фото	5
2022	вид попугаев  буквы	0
2023	видео как научить попугая	6
2024	кровать  попугаев	0
2025	ночной попугай	0
2026	ИМЯ	3
2027	ИМЯ	3
2028	говорящий попугай купить в москве	3
2029	попугай жако авито	3
2030	попугаи краснодарский край	0
2031	попугай маленький больше	0
2032	игры попугай бесплатно	3
2033	попугаи на стол	0
2034	попугай рана	0
2035	ИМЯ	3
2036	королевский попугай	0
2037	самый лучший попугай	0
2038	ИМЯ	3
2039	смотреть поющих попугаев	3
2040	 квартал про попугая кешу	3
2041	звуки попугаев слушать онлайн	3
2042	можно попугаю семечки	3
2043	ИМЯ	3
2044	попугаи неразлучники фишера	0
2045	пьяный дуэт попугаев	0
2046	попугай монах калита	0
2047	чумиза для попугаев	0
2048	размножение попугаев волнистых в домашних	3
2049	рацион волнистого попугая	3
